year,ID,start_V,end_V,LMI,duration_before_LMI,duration_after_LMI,intensity_range_1,intensity_range_2,total_intensity_range,start_P,end_P,LMP,type,start_lat,LMI_lat,end_lat
2014,EP052014,45.0,28.0,45.0,1.5,46.5,0.0,17.0,17.0,1004.0,1008.0,1002.0,short,17.0,17.0,17.0
2015,EP052015,35.0,35.0,115.0,85.5,82.5,80.0,80.0,160.0,1004.0,1004.0,946.0,medium,12.2,18.1,23.3
2016,EP052016,35.0,28.0,105.0,103.5,208.5,70.0,77.0,147.0,1006.0,1011.0,958.0,long,15.9,17.9,22.3
2017,EP052017,35.0,30.0,100.0,49.5,70.5,65.0,70.0,135.0,1007.0,1006.0,966.0,medium,11.6,16.3,23.5
2018,EP052018,35.0,28.0,40.0,7.5,34.5,5.0,12.0,17.0,1006.0,1007.0,1004.0,short,15.5,16.6,19.7
2019,EP052019,35.0,23.0,40.0,7.5,46.5,5.0,17.0,22.0,1005.0,1009.0,1004.0,short,17.8,18.3,21.6
2020,EP052020,35.0,35.0,60.0,85.5,46.5,25.0,25.0,50.0,1005.0,1006.0,993.0,medium,11.4,19.4,20.6
2021,EP052021,35.0,30.0,80.0,49.5,79.5,45.0,50.0,95.0,1006.0,1005.0,972.0,medium,15.2,17.5,24.3
2022,EP052022,35.0,35.0,120.0,49.5,127.5,85.0,85.0,170.0,1006.0,1007.0,953.0,medium,14.2,14.6,17.7
2023,EP052023,35.0,25.0,130.0,115.5,256.5,95.0,105.0,200.0,1006.0,995.0,939.0,long,15.7,13.2,27.3
2024,EP052024,35.0,33.0,60.0,55.5,34.5,25.0,27.0,52.0,1003.0,1004.0,988.0,short,15.2,16.2,21.5
1982,EP061982,35.0,25.0,70.0,43.5,133.5,35.0,45.0,80.0,,,,medium,11.6,15.4,19.2
1983,EP061983,35.0,25.0,50.0,7.5,43.5,15.0,25.0,40.0,,,,short,20.0,20.3,20.8
1984,EP061984,35.0,25.0,95.0,58.5,97.5,60.0,70.0,130.0,,,,medium,15.9,18.2,23.9
1985,EP061985,35.0,20.0,60.0,25.5,67.5,25.0,40.0,65.0,,,,short,15.5,19.3,23.3
1986,EP061986,35.0,30.0,75.0,79.5,61.5,40.0,45.0,85.0,,,,medium,14.1,17.8,22.8
1987,EP061987,35.0,25.0,55.0,19.5,133.5,20.0,30.0,50.0,,,,medium,12.3,12.6,12.7
1988,EP061988,35.0,20.0,120.0,118.5,151.5,85.0,100.0,185.0,1005.0,1012.0,943.0,long,12.0,14.7,18.0
1989,EP061989,35.0,25.0,80.0,91.5,127.5,45.0,55.0,100.0,1005.0,977.0,977.0,long,10.4,13.9,20.7
1991,EP061991,35.0,25.0,65.0,31.5,343.5,30.0,40.0,70.0,1005.0,1013.0,987.0,long,10.2,12.6,29.4
1992,EP061992,35.0,25.0,120.0,97.5,85.5,85.0,95.0,180.0,1005.0,1009.0,943.0,medium,12.6,16.8,23.5
1993,EP061993,35.0,25.0,110.0,73.5,133.5,75.0,85.0,160.0,1003.0,1010.0,948.0,long,11.4,14.9,19.4
1994,EP061994,35.0,25.0,40.0,7.5,103.5,5.0,15.0,20.0,1005.0,1010.0,1002.0,medium,13.7,14.1,16.8
1995,EP061995,35.0,25.0,55.0,19.5,73.5,20.0,30.0,50.0,1004.0,1006.0,994.0,short,16.2,17.2,20.7
1997,EP061997,35.0,25.0,80.0,82.5,85.5,45.0,55.0,100.0,1002.0,1010.0,975.0,medium,13.2,17.5,23.2
1998,EP061998,35.0,25.0,115.0,73.5,157.5,80.0,90.0,170.0,1002.0,1010.0,948.0,long,14.7,16.8,22.6
2000,EP062000,35.0,25.0,110.0,49.5,253.5,75.0,85.0,160.0,1004.0,1017.0,954.0,long,10.9,14.3,36.1
2002,EP062002,35.0,23.0,140.0,43.5,130.5,105.0,117.0,222.0,1004.0,1012.0,921.0,medium,11.9,14.3,29.1
2003,EP062003,35.0,23.0,45.0,7.5,118.5,10.0,22.0,32.0,1005.0,1010.0,1000.0,medium,14.6,14.9,17.6
2005,EP062005,35.0,23.0,75.0,55.5,94.5,40.0,52.0,92.0,1005.0,1008.0,978.0,medium,14.8,17.9,17.2
2006,EP062006,35.0,25.0,55.0,37.5,106.5,20.0,30.0,50.0,1004.0,1009.0,990.0,medium,13.8,18.0,28.0
2007,EP062007,35.0,28.0,65.0,25.5,142.5,30.0,37.0,67.0,1005.0,1010.0,987.0,medium,12.5,14.4,16.2
2008,EP062008,35.0,30.0,90.0,109.5,64.5,55.0,60.0,115.0,1005.0,1005.0,970.0,medium,12.3,16.9,17.9
2009,EP062009,35.0,25.0,55.0,25.5,67.5,20.0,30.0,50.0,1005.0,1010.0,995.0,short,12.1,13.7,14.8
2011,EP062011,35.0,28.0,60.0,49.5,40.5,25.0,32.0,57.0,1005.0,1006.0,992.0,short,12.2,12.9,15.5
2012,EP062012,35.0,28.0,95.0,73.5,76.5,60.0,67.0,127.0,1002.0,1008.0,966.0,medium,13.5,16.5,24.8
2013,EP062013,35.0,28.0,60.0,55.5,70.5,25.0,32.0,57.0,1004.0,1010.0,994.0,medium,14.9,17.7,22.1
2014,EP062014,35.0,25.0,40.0,4.5,37.5,5.0,15.0,20.0,1005.0,1007.0,1004.0,short,9.4,9.4,11.3
2015,EP062015,35.0,30.0,45.0,37.5,88.5,10.0,15.0,25.0,1004.0,1007.0,1000.0,medium,14.7,17.9,20.1
2016,EP062016,35.0,43.0,60.0,43.5,100.5,25.0,17.0,42.0,1005.0,1003.0,990.0,medium,14.8,16.5,20.6
2017,EP062017,35.0,33.0,125.0,55.5,184.5,90.0,92.0,182.0,1005.0,1007.0,948.0,long,11.9,10.7,19.2
2018,EP062018,35.0,25.0,50.0,25.5,58.5,15.0,25.0,40.0,1005.0,1007.0,997.0,short,14.2,16.0,19.7
2019,EP062019,35.0,28.0,115.0,73.5,124.5,80.0,87.0,167.0,1005.0,1008.0,952.0,medium,11.5,13.4,18.9
2021,EP062021,35.0,33.0,125.0,79.5,76.5,90.0,92.0,182.0,1006.0,1007.0,945.0,medium,13.9,14.5,15.7
2022,EP062022,35.0,38.0,75.0,37.5,88.5,40.0,37.0,77.0,1006.0,1006.0,985.0,medium,13.0,15.3,21.9
2023,EP062023,35.0,40.0,60.0,13.5,28.5,25.0,20.0,45.0,1004.0,1003.0,992.0,short,18.7,20.3,24.0
2024,EP062024,35.0,38.0,55.0,25.5,34.5,20.0,17.0,37.0,1006.0,1002.0,996.0,short,14.0,16.5,19.8
1982,EP071982_2,35.0,20.0,110.0,73.5,79.5,75.0,90.0,165.0,,,,medium,10.0,15.7,18.5
1983,EP071983,35.0,30.0,80.0,73.5,217.5,45.0,50.0,95.0,,,,long,11.5,11.7,24.0
1984,EP071984,35.0,25.0,100.0,73.5,88.5,65.0,75.0,140.0,,,,medium,11.3,18.8,23.9
1985,EP071985,35.0,20.0,50.0,25.5,55.5,15.0,30.0,45.0,,,,short,14.6,19.6,22.8
1986,EP071986,35.0,20.0,65.0,175.5,139.5,30.0,45.0,75.0,1006.0,994.0,970.0,long,8.9,15.7,24.9
1987,EP071987,35.0,20.0,70.0,64.5,67.5,35.0,50.0,85.0,,,,medium,14.8,19.8,21.6
1988,EP071988,35.0,20.0,45.0,13.5,115.5,10.0,25.0,35.0,1006.0,1010.0,1000.0,medium,15.7,15.9,21.1
1990,EP071990,35.0,20.0,75.0,43.5,97.5,40.0,55.0,95.0,1005.0,1014.0,979.0,medium,15.3,18.9,25.4
1991,EP071991,35.0,25.0,105.0,79.5,145.5,70.0,80.0,150.0,1005.0,1008.0,959.0,long,12.1,16.6,19.2
1992,EP071992,35.0,25.0,125.0,103.5,133.5,90.0,100.0,190.0,999.0,1010.0,935.0,long,13.7,15.9,27.5
1993,EP071993,35.0,40.0,125.0,55.5,178.5,90.0,85.0,175.0,1005.0,1003.0,934.0,long,13.7,14.8,29.1
1994,EP071994,35.0,25.0,140.0,67.5,151.5,105.0,115.0,220.0,1004.0,920.0,920.0,long,11.4,12.1,18.5
1995,EP071995,35.0,25.0,70.0,43.5,85.5,35.0,45.0,80.0,997.0,1006.0,978.0,medium,16.6,20.0,24.7
1996,EP071996,35.0,20.0,115.0,73.5,121.5,80.0,95.0,175.0,1004.0,1009.0,946.0,medium,13.0,17.6,22.5
1997,EP071997,35.0,25.0,100.0,52.5,49.5,65.0,75.0,140.0,1006.0,1009.0,960.0,medium,9.1,15.5,22.5
1998,EP071998,35.0,25.0,40.0,25.5,25.5,5.0,15.0,20.0,1005.0,1009.0,1001.0,short,21.3,25.4,28.6
1999,EP071999,35.0,15.0,120.0,127.5,337.5,85.0,105.0,190.0,1005.0,1014.0,943.0,long,13.2,14.9,38.9
2000,EP072000,35.0,25.0,55.0,25.5,55.5,20.0,30.0,50.0,1005.0,1007.0,994.0,short,15.8,18.1,20.4
2001,EP072001,35.0,25.0,90.0,73.5,79.5,55.0,65.0,120.0,1003.0,1007.0,972.0,medium,20.0,20.9,26.6
2003,EP072003,35.0,28.0,50.0,22.5,94.5,15.0,22.0,37.0,1005.0,1008.0,997.0,medium,16.6,16.1,16.3
2004,EP072004,35.0,23.0,60.0,31.5,76.5,25.0,37.0,62.0,1006.0,1012.0,989.0,medium,13.6,15.0,15.2
2005,EP072005,35.0,25.0,45.0,13.5,91.5,10.0,20.0,30.0,1004.0,1008.0,1000.0,medium,13.3,13.6,13.9
2006,EP072006,35.0,30.0,45.0,19.5,34.5,10.0,15.0,25.0,1005.0,1007.0,1000.0,short,14.3,14.7,15.2
2007,EP072007,35.0,25.0,50.0,25.5,64.5,15.0,25.0,40.0,1005.0,1007.0,995.0,short,15.8,18.1,23.1
2008,EP072008,35.0,30.0,80.0,97.5,58.5,45.0,50.0,95.0,1005.0,1008.0,977.0,medium,11.0,17.5,21.9
2009,EP072009,35.0,25.0,55.0,13.5,82.5,20.0,30.0,50.0,1004.0,1009.0,994.0,short,13.2,14.3,25.0
2010,EP072010,35.0,28.0,55.0,37.5,52.5,20.0,27.0,47.0,1003.0,1005.0,994.0,short,16.6,17.3,17.6
2011,EP072011,35.0,30.0,75.0,31.5,70.5,40.0,45.0,85.0,1004.0,1008.0,979.0,medium,15.5,18.3,20.2
2012,EP072012,35.0,38.0,70.0,40.5,52.5,35.0,32.0,67.0,1004.0,1002.0,984.0,short,14.8,16.3,19.8
2013,EP072013,35.0,30.0,75.0,49.5,121.5,40.0,45.0,85.0,1005.0,1008.0,985.0,medium,12.5,14.3,13.3
2014,EP072014,35.0,25.0,140.0,319.5,163.5,105.0,115.0,220.0,1006.0,1012.0,918.0,long,12.2,15.1,39.1
2015,EP072015,35.0,28.0,35.0,1.5,28.5,0.0,7.0,7.0,1004.0,1007.0,1004.0,short,18.6,18.6,22.0
2016,EP072016,35.0,33.0,75.0,133.5,34.5,40.0,42.0,82.0,1006.0,1005.0,979.0,medium,14.0,21.6,23.5
2017,EP072017,35.0,25.0,50.0,61.5,136.5,15.0,25.0,40.0,1006.0,1008.0,1000.0,medium,14.5,14.2,18.2
2018,EP072018,35.0,38.0,95.0,64.5,58.5,60.0,57.0,117.0,1004.0,1004.0,964.0,medium,11.4,15.5,21.1
2019,EP072019,35.0,30.0,70.0,43.5,142.5,35.0,40.0,75.0,1005.0,1009.0,987.0,medium,12.5,13.0,20.3
2020,EP072020,35.0,35.0,35.0,1.5,16.5,0.0,0.0,0.0,1006.0,1007.0,1006.0,short,18.3,18.3,19.2
2021,EP072021,35.0,33.0,50.0,31.5,28.5,15.0,17.0,32.0,1005.0,1007.0,999.0,short,16.3,18.3,19.2
2022,EP072022,35.0,35.0,80.0,97.5,82.5,45.0,45.0,90.0,1006.0,1005.0,976.0,medium,11.3,15.5,24.8
2023,EP072023,35.0,38.0,115.0,37.5,64.5,80.0,77.0,157.0,1005.0,1003.0,949.0,medium,15.0,15.6,16.5
2024,EP072024,35.0,30.0,115.0,151.5,115.5,80.0,85.0,165.0,1004.0,1010.0,950.0,long,14.6,17.7,20.1
1982,EP081982,35.0,25.0,65.0,31.5,85.5,30.0,40.0,70.0,,,,medium,11.3,13.2,20.9
1983,EP081983,35.0,25.0,115.0,79.5,151.5,80.0,90.0,170.0,,,,long,11.8,12.0,26.9
1984,EP081984,35.0,25.0,45.0,37.5,61.5,10.0,20.0,30.0,,,,short,16.6,17.5,17.1
1985,EP081985,35.0,25.0,35.0,1.5,37.5,0.0,10.0,10.0,,,,short,21.5,21.5,22.1
1986,EP081986,35.0,20.0,35.0,1.5,43.5,0.0,15.0,15.0,,,,short,17.8,17.8,23.2
1987,EP081987,35.0,30.0,105.0,61.5,127.5,70.0,75.0,145.0,,,,medium,11.7,14.6,22.4
1988,EP081988,35.0,25.0,125.0,61.5,157.5,90.0,100.0,190.0,1006.0,1012.0,935.0,long,12.3,16.4,19.1
1989,EP081989,35.0,25.0,35.0,1.5,31.5,0.0,10.0,10.0,1007.0,1014.0,1005.0,short,14.9,14.9,17.7
1990,EP081990,35.0,25.0,90.0,91.5,73.5,55.0,65.0,120.0,1005.0,1010.0,970.0,medium,13.8,20.2,26.3
1991,EP081991,35.0,25.0,70.0,25.5,121.5,35.0,45.0,80.0,1007.0,1010.0,983.0,medium,13.8,15.6,15.2
1992,EP081992,35.0,25.0,95.0,61.5,241.5,60.0,70.0,130.0,1005.0,1017.0,964.0,long,12.2,14.8,16.0
1993,EP081993,35.0,25.0,115.0,97.5,223.5,80.0,90.0,170.0,1005.0,1011.0,948.0,long,16.2,18.2,21.3
1994,EP081994,35.0,20.0,65.0,100.5,133.5,30.0,45.0,75.0,992.0,1000.0,992.0,long,13.5,12.6,19.1
1995,EP081995,35.0,25.0,55.0,85.5,73.5,20.0,30.0,50.0,1005.0,1009.0,993.0,medium,15.7,19.7,22.7
1996,EP081996,35.0,25.0,55.0,43.5,61.5,20.0,30.0,50.0,1005.0,1005.0,994.0,medium,18.3,21.7,24.7
1997,EP081997,35.0,25.0,115.0,85.5,79.5,80.0,90.0,170.0,1004.0,1005.0,948.0,medium,12.1,15.6,17.7
1998,EP081998,35.0,25.0,100.0,67.5,67.5,65.0,75.0,140.0,1005.0,1012.0,960.0,medium,12.2,19.8,24.9
1999,EP081999,35.0,30.0,95.0,73.5,145.5,60.0,65.0,125.0,1005.0,1006.0,964.0,long,12.6,14.0,12.1
2000,EP082000,35.0,25.0,45.0,13.5,85.5,10.0,20.0,30.0,1005.0,1011.0,1000.0,short,16.7,16.8,14.2
2001,EP082001,35.0,25.0,85.0,55.5,73.5,50.0,60.0,110.0,1004.0,1009.0,975.0,medium,15.4,14.9,20.7
2002,EP082002,35.0,35.0,125.0,61.5,229.5,90.0,90.0,180.0,1004.0,1016.0,936.0,long,12.8,15.7,43.1
2003,EP082003,35.0,25.0,35.0,1.5,85.5,0.0,10.0,10.0,1005.0,1009.0,1004.0,short,14.5,14.5,18.4
2004,EP082004,38.0,28.0,75.0,22.5,46.5,37.0,47.0,84.0,1005.0,1007.0,979.0,short,17.0,19.5,22.2
2005,EP082005,35.0,28.0,90.0,46.5,94.5,55.0,62.0,117.0,1004.0,1004.0,970.0,medium,13.5,17.2,24.5
2006,EP082006,35.0,23.0,35.0,1.5,58.5,0.0,12.0,12.0,1005.0,1008.0,1004.0,short,13.8,13.8,15.9
2007,EP082007,35.0,30.0,35.0,1.5,25.5,0.0,5.0,5.0,1005.0,1006.0,1004.0,short,13.0,13.0,13.3
2008,EP082008,35.0,28.0,65.0,91.5,46.5,30.0,37.0,67.0,1004.0,1005.0,987.0,medium,13.8,16.3,16.9
2009,EP082009,35.0,28.0,125.0,49.5,142.5,90.0,97.0,187.0,1004.0,1011.0,935.0,medium,11.5,14.7,20.7
2012,EP082012,35.0,25.0,45.0,13.5,112.5,10.0,20.0,30.0,999.0,1007.0,995.0,medium,17.8,18.3,19.8
2013,EP082013,35.0,30.0,90.0,115.5,70.5,55.0,60.0,115.0,1006.0,1010.0,976.0,medium,12.8,17.2,13.5
2014,EP082014,35.0,33.0,65.0,25.5,40.5,30.0,32.0,62.0,1005.0,1007.0,992.0,short,15.1,18.3,22.9
2016,EP082016,35.0,40.0,115.0,70.5,46.5,80.0,75.0,155.0,1005.0,1004.0,952.0,medium,11.8,16.6,18.8
2018,EP082018,35.0,30.0,40.0,13.5,52.5,5.0,10.0,15.0,1007.0,1008.0,1005.0,short,13.4,14.2,16.1
2019,EP082019,35.0,25.0,35.0,1.5,28.5,0.0,10.0,10.0,1006.0,1009.0,1006.0,short,14.7,14.7,15.1
2020,EP082020,35.0,33.0,115.0,79.5,130.5,80.0,82.0,162.0,1006.0,1011.0,954.0,long,13.5,14.6,24.6
2021,EP082021,35.0,30.0,75.0,37.5,124.5,40.0,45.0,85.0,1004.0,1006.0,985.0,medium,11.9,14.2,22.3
2022,EP082022,35.0,30.0,50.0,37.5,130.5,15.0,20.0,35.0,1005.0,1008.0,998.0,medium,16.3,15.4,16.8
2023,EP082023,35.0,30.0,45.0,25.5,85.5,10.0,15.0,25.0,1005.0,1008.0,1000.0,medium,11.3,11.1,11.0
2024,EP082024,35.0,43.0,50.0,37.5,40.5,15.0,7.0,22.0,1004.0,1003.0,998.0,short,16.0,16.9,17.6
1982,EP091982_2,35.0,25.0,35.0,1.5,139.5,0.0,10.0,10.0,,,,medium,13.2,13.2,15.2
1983,EP091983,35.0,20.0,85.0,61.5,73.5,50.0,65.0,115.0,,,,medium,13.2,20.5,28.7
1984,EP091984,35.0,30.0,115.0,100.5,91.5,80.0,85.0,165.0,,,,medium,14.3,18.3,26.4
1985,EP091985,35.0,25.0,115.0,61.5,79.5,80.0,90.0,170.0,,,,medium,13.2,14.8,14.3
1986,EP091986,35.0,25.0,45.0,13.5,73.5,10.0,20.0,30.0,,,,short,16.0,16.7,21.1
1987,EP091987,35.0,25.0,55.0,67.5,61.5,20.0,30.0,50.0,,,,medium,10.4,15.3,17.2
1988,EP091988,35.0,20.0,90.0,49.5,139.5,55.0,70.0,125.0,1005.0,1013.0,968.0,medium,14.5,18.0,17.5
1989,EP091989,35.0,25.0,35.0,1.5,97.5,0.0,10.0,10.0,1007.0,1010.0,1004.0,short,14.2,14.2,23.5
1990,EP091990,35.0,25.0,135.0,61.5,181.5,100.0,110.0,210.0,1004.0,1011.0,928.0,long,12.9,17.3,26.2
1991,EP091991,35.0,25.0,55.0,37.5,79.5,20.0,30.0,50.0,1005.0,1010.0,992.0,medium,15.1,19.0,32.7
1992,EP091992,35.0,25.0,55.0,19.5,61.5,20.0,30.0,50.0,1005.0,1008.0,992.0,short,13.5,12.7,15.0
1993,EP091993,35.0,20.0,105.0,85.5,139.5,70.0,85.0,155.0,1006.0,1011.0,957.0,long,13.4,18.6,30.7
1994,EP091994,35.0,25.0,55.0,25.5,31.5,20.0,30.0,50.0,1005.0,1009.0,993.0,short,19.6,21.9,24.8
1995,EP091995,35.0,25.0,85.0,49.5,85.5,50.0,60.0,110.0,1000.0,1009.0,970.0,medium,18.7,22.6,24.6
1996,EP091996,35.0,30.0,105.0,37.5,61.5,70.0,75.0,145.0,1004.0,1004.0,955.0,short,15.8,19.8,28.0
1997,EP091997,35.0,30.0,140.0,109.5,268.5,105.0,110.0,215.0,1005.0,1011.0,919.0,long,11.9,14.2,41.1
1998,EP091998,35.0,25.0,130.0,52.5,169.5,95.0,105.0,200.0,1005.0,1009.0,932.0,long,10.6,14.4,18.9
2000,EP092000,35.0,25.0,70.0,49.5,61.5,35.0,45.0,80.0,1003.0,1007.0,984.0,medium,17.0,19.1,22.3
2001,EP092001,35.0,30.0,55.0,43.5,37.5,20.0,25.0,45.0,1005.0,1010.0,994.0,short,17.9,20.5,21.6
2002,EP092002,35.0,20.0,60.0,19.5,109.5,25.0,40.0,65.0,1005.0,1009.0,989.0,medium,14.0,14.1,24.9
2003,EP092003,35.0,20.0,90.0,37.5,79.5,55.0,70.0,125.0,1005.0,1008.0,970.0,medium,21.0,23.1,26.9
2005,EP092005,35.0,25.0,45.0,13.5,52.5,10.0,20.0,30.0,1004.0,1006.0,1000.0,short,17.2,17.7,16.9
2006,EP092006,35.0,30.0,95.0,55.5,118.5,60.0,65.0,125.0,1003.0,1009.0,966.0,medium,13.0,15.6,22.7
2007,EP092007,35.0,25.0,120.0,73.5,109.5,85.0,95.0,180.0,1000.0,1009.0,949.0,medium,13.2,13.2,17.1
2008,EP092008,35.0,38.0,105.0,61.5,82.5,70.0,67.0,137.0,1005.0,1003.0,956.0,medium,13.6,15.5,18.4
2010,EP092010,35.0,28.0,80.0,106.5,46.5,45.0,52.0,97.0,1004.0,1006.0,978.0,medium,13.8,17.9,20.8
2011,EP092011,35.0,30.0,125.0,55.5,160.5,90.0,95.0,185.0,1005.0,1005.0,942.0,long,13.7,16.2,22.5
2012,EP092012,35.0,30.0,75.0,73.5,64.5,40.0,45.0,85.0,1003.0,1008.0,978.0,medium,14.9,20.5,22.8
2013,EP092013,35.0,28.0,40.0,25.5,40.5,5.0,12.0,17.0,1001.0,1004.0,997.0,short,17.8,20.5,25.2
2014,EP092014,35.0,33.0,120.0,100.5,106.5,85.0,87.0,172.0,1006.0,1011.0,947.0,long,12.6,16.1,20.0
2015,EP092015,35.0,30.0,95.0,43.5,160.5,60.0,65.0,125.0,1005.0,1009.0,967.0,long,8.0,12.5,22.2
2016,EP092016,35.0,38.0,50.0,25.5,28.5,15.0,12.0,27.0,1005.0,1006.0,998.0,short,15.9,18.0,20.4
2017,EP092017,35.0,40.0,95.0,85.5,118.5,60.0,55.0,115.0,1005.0,1005.0,969.0,long,10.0,15.9,25.0
2019,EP092019,35.0,28.0,40.0,7.5,22.5,5.0,12.0,17.0,1005.0,1008.0,1003.0,short,19.3,19.7,21.1
2020,EP092020,35.0,40.0,90.0,55.5,34.5,55.0,50.0,105.0,1006.0,1002.0,971.0,short,15.6,21.1,23.8
2021,EP092021,35.0,28.0,35.0,1.5,34.5,0.0,7.0,7.0,1005.0,1008.0,1004.0,short,15.7,15.7,17.8
2022,EP092022,35.0,43.0,75.0,31.5,46.5,40.0,32.0,72.0,1005.0,1005.0,983.0,short,17.2,20.9,23.9
2023,EP092023,35.0,50.0,120.0,43.5,61.5,85.0,70.0,155.0,1002.0,992.0,940.0,medium,12.6,16.8,30.3
2024,EP092024,35.0,38.0,45.0,49.5,10.5,10.0,7.0,17.0,1001.0,999.0,997.0,short,19.5,25.2,25.4
1982,EP101982_2,35.0,30.0,100.0,61.5,103.5,65.0,70.0,135.0,,,,medium,11.5,12.3,13.3
1983,EP101983,35.0,20.0,50.0,55.5,79.5,15.0,30.0,45.0,,,,medium,13.9,18.2,21.8
1984,EP101984,35.0,25.0,55.0,37.5,79.5,20.0,30.0,50.0,,,,medium,15.0,17.2,19.7
1985,EP101985,35.0,20.0,115.0,67.5,109.5,80.0,95.0,175.0,,,,medium,13.9,18.0,23.1
1986,EP101986,38.0,25.0,115.0,106.5,151.5,77.0,90.0,167.0,,,,long,10.1,17.1,24.5
1987,EP101987,35.0,25.0,90.0,79.5,103.5,55.0,65.0,120.0,,,,medium,12.8,14.1,13.8
1988,EP101988,35.0,20.0,35.0,1.5,85.5,0.0,15.0,15.0,1006.0,1014.0,1004.0,short,19.1,19.1,22.6
1989,EP101989,35.0,25.0,75.0,28.5,109.5,40.0,50.0,90.0,1008.0,1010.0,979.0,medium,16.2,18.7,26.6
1990,EP101990,35.0,25.0,105.0,97.5,121.5,70.0,80.0,150.0,1005.0,1010.0,958.0,long,11.8,19.2,25.4
